,Streams,Track Name,Artist,Artist_popularity,Artist_follower,Streams1,Top10
569,28518165,Jingle Bell Rock - Daryl's Version,Daryl Hall & John Oates,79,very low,medium,0
570,28471663,110,Capital Bra,86,low,medium,0
571,28324633,Make No Sense,YoungBoy Never Broke Again,91,low,medium,0
572,28265377,Lights Up,Harry Styles,95,medium,medium,0
573,28154588,Die For Me (feat. Future & Halsey),Post Malone,100,high,medium,1
574,28040503,Santa Claus Is Coming to Town,Michael BublÃ©,92,low,medium,0
575,27935216,Thunderclouds,Sia,90,high,medium,0
576,27856402,Small Talk,Katy Perry,89,high,medium,0
577,27815096,Woman Like Me (feat. Nicki Minaj),Little Mix,84,medium,medium,0
578,27796843,Butterfly Doors,Lil Pump,83,medium,medium,0
579,27776329,Heartless (feat. Morgan Wallen),Diplo,90,low,medium,0
580,27356597,Every Breath You Take,The Police,80,low,medium,0
581,26877704,Legends,Juice WRLD,98,medium,medium,0
582,26804200,Wolves,Selena Gomez,93,high,medium,0
583,26733744,Harleys In Hawaii,Katy Perry,89,high,medium,0
584,26703849,Homicide,Logic,87,medium,medium,0
585,26568908,Own It (feat. Ed Sheeran & Burna Boy),Stormzy,88,very low,medium,0
586,26510697,Hot Shower,Chance the Rapper,87,medium,medium,0
587,26448847,Don't Stop Believin',Journey,78,low,medium,0
588,26441863,Cherry Lady,Capital Bra,86,low,medium,0
589,26320594,"Hey Look Ma, I Made It",Panic! At The Disco,88,medium,medium,0
590,26288833,Trampoline,SHAED,81,very low,medium,0
591,26178542,Moonlight,Gaullin,71,very low,medium,0
592,26141405,Nice For What,Drake,99,high,medium,0
593,25661359,Blue Christmas,Elvis Presley,85,low,medium,0
594,25600556,On The Road (feat. Meek Mill & Lil Baby),Post Malone,100,high,medium,1
595,25494211,Orphans,Coldplay,92,high,medium,0
596,25167559,Piece Of Your Heart,MEDUZA,85,very low,medium,0
597,25131850,Think About You,Kygo,89,medium,medium,0
598,25105664,A Thousand Bad Times,Post Malone,100,high,medium,1
599,24797584,CANGURO,WOS,78,very low,medium,0
600,24685664,Paradise,Bazzi,86,low,medium,0
601,24570497,Pa' Olvidarme De Ella,Piso 21,84,medium,medium,0
602,24522609,Paper Rings,Taylor Swift,95,high,medium,0
603,24416788,Nuketown (feat. Juice WRLD),Ski Mask The Slump God,84,low,medium,0
604,24340028,Crushed Up,Future,91,medium,medium,0
605,24257914,Turn Me On (feat. Vula),Riton,76,very low,medium,0
606,24113854,Find U Again (feat. Camila Cabello),Mark Ronson,83,very low,medium,0
607,23961498,"fuck, i'm lonely (with Anne-Marie) - from â13 Reasons Why: Season 3â",Lauv,91,low,medium,0
608,23830592,A Thousand Bad Times,Post Malone,100,high,medium,1
609,23814474,Lucky You (feat. Joyner Lucas),Eminem,94,high,medium,0
610,23801307,Own It (feat. Ed Sheeran & Burna Boy),Stormzy,88,very low,medium,0
611,23769923,Christmas (Baby Please Come Home),Mariah Carey,89,medium,medium,0
612,23763279,Fine China,Future,91,medium,medium,0
613,23726383,Big Plans,Why Don't We,84,low,medium,0
614,23597770,Tough Love,Avicii,89,high,medium,0
615,23586629,Wieder Lila,Samra,84,very low,medium,0
616,23565564,SOLO,JENNIE,66,very low,medium,0
617,23558940,Wow. - Remix,Post Malone,100,high,medium,1
618,23532642,Light It Up (with Tyga & Chris Brown),Marshmello,90,high,medium,0
619,23501479,On God,Kanye West,94,medium,medium,0
620,23494358,Takeaway (feat. Lennon Stella),The Chainsmokers,91,high,medium,0
621,23492693,I THINK,"Tyler, The Creator",87,low,medium,0
622,23313233,Closed On Sunday,Kanye West,94,medium,medium,0
623,23136862,Love Me,Lil Tecca,88,low,medium,0
624,23104731,Rebota,Guaynaa,79,very low,medium,0
625,23068287,Won't Be Late (feat. Drake),Swae Lee,89,very low,medium,0
626,23040641,Racks In The Middle (feat. Roddy Ricch and Hit-Boy),Nipsey Hussle,79,very low,medium,0
627,23018004,Undrunk,FLETCHER,72,very low,medium,0
628,22977632,Lie To Me (feat. Julia Michaels),5 Seconds of Summer,87,medium,medium,0
629,22783592,Amor Genuino,Ozuna,98,high,medium,0
630,22666053,Ne reviens pas,Gradur,78,very low,medium,0
631,22630647,223's (feat. 9lokknine),YNW Melly,90,low,medium,0
632,22431693,Surtada - Remix Brega Funk,DadÃ¡ BoladÃ£o,75,very low,medium,0
633,22247950,Loyal (feat. Drake),PARTYNEXTDOOR,82,low,medium,0
634,22223039,Young Dumb & Broke,Khalid,96,medium,medium,1
635,22132869,Nothing On You (feat. Paulo Londra & Dave),Ed Sheeran,98,high,medium,0
636,22062387,What Am I,Why Don't We,84,low,medium,0
637,22006904,Baby,Quality Control,80,very low,medium,0
638,21996097,Love Me,Lil Tecca,88,low,medium,0
639,21938465,Wow.,Post Malone,100,high,medium,1
640,21893363,Selah,Kanye West,94,medium,medium,0
641,21830592,Feel Special,TWICE,83,medium,medium,0
642,21813214,Silence,Marshmello,90,high,medium,0
643,21633715,Mr. Brightside,The Killers,82,medium,medium,0
644,21481126,Atrasadinha - Ao Vivo,Felipe AraÃºjo,77,low,medium,0
645,21480836,PPP,Kevin Roldan,76,low,medium,0
646,21389971,Better When You're Gone,David Guetta,90,high,medium,0
647,21335599,Family,The Chainsmokers,91,high,medium,0
648,21065042,Allergic,Post Malone,100,high,medium,1
649,21028212,I.F.L.Y.,Bazzi,86,low,medium,0
650,21017108,The Less I Know The Better,Tame Impala,84,low,medium,0
651,20982159,That's a Rack,Lil Uzi Vert,92,medium,medium,0
652,20961236,Ransom (with Juice WRLD) - Remix,Lil Tecca,88,low,medium,0
653,20892603,Envy Me,Calboy,74,very low,medium,0
654,20884227,Focus (feat. 21 Savage),Bazzi,86,low,medium,0
655,20643988,QuizÃ¡s,Rich Music LTD,84,very low,medium,0
656,20617670,Solo Pienso En Ti (feat. De La Ghetto & Justin Quiles),Paulo Londra,86,medium,medium,0
657,20560966,Miss Americana & The Heartbreak Prince,Taylor Swift,95,high,medium,0
658,20465666,Step Into Christmas,Elton John,87,medium,medium,0
659,20455258,Everybody Dies In Their Nightmares,XXXTENTACION,95,high,medium,1
660,20410151,VALENTINO,24kGoldn,77,very low,medium,0
661,20316233,I'm Gonna Be,Post Malone,100,high,medium,1
662,20293823,I Think He Knows,Taylor Swift,95,high,medium,0
663,20048663,Everything We Need,Kanye West,94,medium,medium,0
664,19991063,Staring At The Sun (feat. SZA),Post Malone,100,high,medium,1
665,19857643,Playing Games (with Bryson Tiller) - Extended Version,Summer Walker,85,very low,medium,0
666,19763528,Power is Power,SZA,84,low,medium,0
667,19419211,Mine,Bazzi,86,low,medium,0
668,19410192,Legacy (feat. Travis Scott & 21 Savage),Offset,89,low,medium,0
669,19396190,The Archer,Taylor Swift,95,high,medium,0
670,19154120,Cornelia Street,Taylor Swift,95,high,medium,0
671,19127787,110,Capital Bra,86,low,medium,0
672,19124012,Santa Claus Is Coming To Town,The Jackson 5,79,very low,medium,0
673,18996878,Christmas Lights,Coldplay,92,high,medium,0
674,18982019,Like It's Christmas,Jonas Brothers,87,low,medium,0
675,18851220,London Boy,Taylor Swift,95,high,medium,0
676,18801822,Mikrokosmos,BTS,93,high,medium,0
677,18785599,Babushka Boi,A$AP Rocky,88,medium,medium,0
678,18648089,Dream Glow (BTS World Original Soundtrack) - Pt. 1,BTS,93,high,medium,0
679,18590676,Wieso tust Du dir das an?,Apache 207,86,very low,medium,0
680,18487210,Don't Worry Bout Me,Zara Larsson,84,medium,medium,0
681,18423901,Make It Right,BTS,93,high,medium,0
682,18400088,Au DD,PNL,80,low,medium,0
683,18230812,Use This Gospel,Kanye West,94,medium,medium,0
684,18126954,Falling Like The Stars,James Arthur,87,medium,medium,0
685,18000746,Adore You,Harry Styles,95,medium,medium,0
686,17983282,Combatchy (feat. MC Rebecca),Anitta,89,medium,medium,0
687,17980462,SOS,Avicii,89,high,medium,0
688,17961130,All Day And Night - Jax Jones & Martin Solveig Present Europa,Jax Jones,81,very low,medium,0
689,17929666,Lover,Taylor Swift,95,high,medium,0
690,17876457,Somebody To Love - 2011 Mix,Queen,93,high,medium,1
691,17805139,Immortal,21 Savage,90,medium,medium,0
692,17583158,Bones (feat. OneRepublic),Galantis,80,low,medium,0
693,17550201,All The Stars (with SZA),Kendrick Lamar,91,high,medium,0
694,17529449,Sin Pijama,Becky G,87,medium,medium,0
695,17450263,Let Me Know (I Wonder Why Freestyle),Juice WRLD,98,medium,medium,0
696,17433257,Hold Me While You Wait,Lewis Capaldi,92,low,medium,0
697,17427506,Roses - Imanbek Remix,SAINt JHN,81,very low,medium,0
698,17160465,Press,Cardi B,92,medium,medium,0
699,17128250,Todo Mundo Vai Sofrer - Ao Vivo,MarÃ­lia MendonÃ§a,90,high,medium,0
700,16961188,Empty,Juice WRLD,98,medium,medium,0
701,16912054,Liberdade ProvisÃ³ria,Henrique & Juliano,84,medium,medium,0
702,16692795,Run Rudolph Run - Single Version,Chuck Berry,75,very low,medium,0
703,16540923,Date La Vuelta,Luis Fonsi,84,medium,medium,0
704,16540156,Punto G,KAROL G,92,medium,medium,0
705,16537918,What Lovers Do,Maroon 5,94,high,medium,0
706,16514370,Calling My Spirit,Kodak Black,87,medium,medium,0
707,16494067,These Days,Rudimental,78,very low,medium,0
708,16489286,Sigues Con El,Dimelo Flow,86,very low,medium,0
709,16488150,Death By A Thousand Cuts,Taylor Swift,95,high,medium,0
710,16442038,HOME,BTS,93,high,medium,0
711,16412364,Suicidal,YNW Melly,90,low,medium,0
712,16386031,Olabilir,MERO,76,very low,medium,0
713,16337902,Do You Mean (feat. Ty Dolla $ign & bÃ¼low),The Chainsmokers,91,high,medium,0
714,16061241,Ela Ã do Tipo,MC Kevin o Chris,84,very low,medium,0
715,16044099,MEGATRON,Nicki Minaj,94,high,medium,0
716,15959029,Prinzessa,Capital Bra,86,low,medium,0
717,15893634,goodbye,Billie Eilish,98,high,medium,1
718,15876992,Tap (feat. Meek Mill),NAV,83,low,medium,0
719,15819824,Santa Baby,Ariana Grande,97,high,medium,1
720,15719311,Popopop,Gambi,75,very low,medium,0
721,15523040,Myself,Post Malone,100,high,medium,1
722,15395306,Wolke 10,MERO,76,very low,medium,0
723,15230971,Old Town Road - Remix,Lil Nas X,87,low,medium,1
724,15180782,Doin' Time,Lana Del Rey,89,medium,medium,0
725,15134946,Dionysus,BTS,93,high,medium,0
726,15075580,Forever Alone,Paulo Londra,86,medium,medium,0
727,15069185,Alone,Marshmello,90,high,medium,0
728,15065892,Kill This Love,BLACKPINK,83,medium,medium,0
729,15030690,Splashin,Rich The Kid,84,low,medium,0
730,14931162,Allergic,Post Malone,100,high,medium,1
731,14924743,Graduation (with Juice WRLD),benny blanco,83,very low,medium,0
732,14922980,Cristina,Sebastian Yatra,89,medium,medium,0
733,14893726,Go Loko,YG,86,low,medium,0
734,14808553,Death,Trippie Redd,92,low,medium,0
735,14773431,Soldi,Mahmood,75,very low,medium,0
736,14766793,RUNNING OUT OF TIME,"Tyler, The Creator",87,low,medium,0
737,14731761,Hobby Hobby,MERO,76,very low,medium,0
738,14729102,Somebody,Internet Money,72,very low,medium,0
739,14717721,"Nicki Nicole: Bzrp Music Sessions, Vol. 13",Bizarrap,82,very low,medium,0
740,14680935,Ibiza,Ozuna,98,high,medium,0
741,14580472,I Know,Post Malone,100,high,medium,1
742,14533168,No Te DebÃ­ Besar,C. Tangana,78,very low,medium,0
743,14360613,Internet,Post Malone,100,high,medium,1
744,14358101,Con Calma - Remix,Daddy Yankee,95,high,medium,0
745,14196728,2002,Sido,81,very low,medium,0
746,14181352,blun7 a swishland,tha Supreme,86,very low,medium,0
747,14156991,Cry for Me,Camila Cabello,96,high,medium,0
748,14119265,Everyday,Logic,87,medium,medium,0
749,14102265,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,82,low,medium,0
750,14075996,INTRO,DaBaby,95,low,medium,0
751,14069124,Old Town Road (feat. RM of BTS) - Seoul Town Road Remix,Lil Nas X,87,low,medium,1
752,14044875,Out Of Love,Alessia Cara,85,medium,medium,0
753,14014084,Au DD,PNL,80,low,medium,0
754,14003540,Golden,Harry Styles,95,medium,medium,0
755,13984144,No New Friends,Sia,90,high,medium,0
756,13900116,Drugs & The Internet,Lauv,91,low,medium,0
757,13885448,God Is,Kanye West,94,medium,medium,0
758,13875317,I'll Be Home,Meghan Trainor,84,medium,medium,0
759,13867900,Takeaway,The Chainsmokers,91,high,medium,0
760,13846360,Jenifer,Gabriel Diniz,65,very low,medium,0
761,13784193,Wir ticken,Capital Bra,86,low,medium,0
762,13776791,Wish Wish (feat. Cardi B & 21 Savage),DJ Khaled,82,medium,medium,0
763,13686524,Thank God It's Christmas - Non-Album Single,Queen,93,high,medium,1
764,13606740,Christmas Tree Farm,Taylor Swift,95,high,medium,0
765,13589374,Don't Pretend (feat. SAFE),Khalid,96,medium,medium,1
766,13530298,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,87,low,medium,1
767,13497987,Supera - Ao Vivo,MarÃ­lia MendonÃ§a,90,high,medium,0
768,13480663,6 Kiss,Trippie Redd,92,low,medium,0
769,13454203,Santa's Coming For Us,Sia,90,high,medium,0
770,13363378,Ransom (with Juice WRLD) - Remix,Lil Tecca,88,low,medium,0
771,13362143,Every Hour,Kanye West,94,medium,medium,0
772,13338610,Afterglow,Taylor Swift,95,high,medium,0
773,13179475,Water,Kanye West,94,medium,medium,0
774,13117339,HIGHEST IN THE ROOM (feat. ROSALÃA & Lil Baby) - REMIX,Travis Scott,84,very low,medium,0
775,13110741,I'm Gonna Be,Post Malone,100,high,medium,1
776,13101321,Project Dreams,Marshmello,90,high,medium,0
777,13039181,Make Believe,Juice WRLD,98,medium,medium,0
778,12992565,Jamais Vu,BTS,93,high,medium,0
779,12972648,FANCY,TWICE,83,medium,medium,0
780,12964860,Crushed Up,Future,91,medium,medium,0
781,12956366,Staring At The Sun (feat. SZA),Post Malone,100,high,medium,1
782,12919718,One More Sleep,Leona Lewis,78,low,medium,0
783,12888381,Cherry,Harry Styles,95,medium,medium,0
784,12745487,Tongue Tied (with YUNGBLUD & blackbear),Marshmello,90,high,medium,0
785,12725062,NEW MAGIC WAND,"Tyler, The Creator",87,low,medium,0
786,12719510,Santa Baby,Kylie Minogue,78,very low,medium,0
787,12682374,Nautilus,Shindy,76,very low,medium,0
788,12611824,Yes Indeed,Lil Baby,93,low,medium,0
789,12525972,Living Proof,Camila Cabello,96,high,medium,0
790,12493544,Sauce!,XXXTENTACION,95,high,medium,1
791,12328503,Pure Cocaine,Lil Baby,93,low,medium,0
792,12219733,Alocao (With Bad Gyal),Omar Montes,76,very low,medium,0
793,12071459,BLOW (with Chris Stapleton & Bruno Mars),Ed Sheeran,98,high,medium,0
794,12017351,Lalala,Y2K,81,very low,medium,0
795,12004074,Floating (feat. 21 Savage),ScHoolboy Q,81,low,medium,0
796,11990578,On My Way,Alan Walker,89,high,medium,0
797,11987768,FingÃ­as,Paloma Mami,75,very low,medium,0
798,11936580,Haute (feat. J Balvin & Chris Brown),Tyga,92,medium,medium,0
799,11757946,Don't Know What To Do,BLACKPINK,83,medium,medium,0
800,11730958,i'm so tired...,Lauv,91,low,medium,0
801,11729029,Hasta Que Salga el Sol,Ozuna,98,high,medium,0
802,11714278,Orphans,Coldplay,92,high,medium,0
803,11699933,Girls Need Love (with Drake) - Remix,Summer Walker,85,very low,medium,0
804,11677080,KARMA,Nimo,82,very low,medium,0
805,11676982,"Thotiana (feat. Cardi B, YG) [Remix]",Blueface,81,low,medium,0
806,11671382,Juicy (feat. Tyga),Doja Cat,86,very low,medium,0
807,11663676,Hands On,Kanye West,94,medium,medium,0
808,11560846,Gold Roses (feat. Drake),Rick Ross,86,low,medium,0
809,11479788,Ela,Reynmen,64,very low,medium,0
810,11409968,Be Honest,Jorja Smith,80,very low,medium,0
811,11335143,Did It Again,Lil Tecca,88,low,medium,0
812,11283105,7 Minutes,Dean Lewis,83,very low,medium,0
813,11228502,Maze,Juice WRLD,98,medium,medium,0
814,11227586,Mala MÃ­a,Maluma,92,high,medium,0
815,11210438,Rolex,Capital Bra,86,low,medium,0
816,11181043,Numb Numb Juice,ScHoolboy Q,81,low,medium,0
817,11155049,BROWN SKIN GIRL,Blue Ivy,90,high,medium,0
818,11104433,Insomnia,Daya,79,very low,medium,0
819,11094939,Who Needs Love,Trippie Redd,92,low,medium,0
820,11012020,MOOD 4 EVA (feat. Oumou SangarÃ©),BeyoncÃ©,90,high,medium,0
821,10996102,"Never Recover (Lil Baby & Gunna, Drake)",Lil Baby,93,low,medium,0
822,10989396,Wake Me Up,Avicii,89,high,medium,0
823,10926306,IGOR'S THEME,"Tyler, The Creator",87,low,medium,0
824,10916176,MOJAITA,J Balvin,99,high,medium,0
825,10834365,Put It All on Me (feat. Ella Mai),Ed Sheeran,98,high,medium,0
826,10787388,FantasÃ­a,Ozuna,98,high,medium,0
827,10764351,Robbery,Juice WRLD,98,medium,medium,0
828,10742516,Shots,Lil Tecca,88,low,medium,0
829,10738438,No Es Justo,J Balvin,99,high,medium,0
830,10580175,SUPREME - L'ego (feat. tha Supreme & Sfera Ebbasta),Marracash,83,very low,medium,0
831,10473244,Psycho,Red Velvet,82,low,medium,0
832,10444408,Puntos Suspensivos,Piso 21,84,medium,medium,0
833,10436781,False God,Taylor Swift,95,high,medium,0
834,10436455,I Saw Mommy Kissing Santa Claus,The Jackson 5,79,very low,medium,0
835,10407677,CHopstix (with Travis Scott),ScHoolboy Q,81,low,medium,0
836,10404729,She,Harry Styles,95,medium,medium,0
837,10338670,Winter Wonderland,Tony Bennett,76,very low,medium,0
838,10316065,OUT WEST (feat. Young Thug),JACKBOYS,84,very low,medium,0
839,10243846,Never Go Back,Dennis Lloyd,76,very low,medium,0
840,10230984,A BOY IS A GUN*,"Tyler, The Creator",87,low,medium,0
841,10185839,Que Le De,Rauw Alejandro,89,very low,medium,0
842,10145015,Feels (feat. Young Thug & J Hus),Ed Sheeran,98,high,medium,0
843,10128370,I Think I'm OKAY (with YUNGBLUD & Travis Barker),Machine Gun Kelly,84,low,medium,0
844,10117166,I Warned Myself,Charlie Puth,85,medium,medium,0
845,10056035,Best Part of Me (feat. YEBBA),Ed Sheeran,98,high,medium,0
846,10038462,Soon Youâll Get Better (feat. Dixie Chicks),Taylor Swift,95,high,medium,0
847,10032535,These Days,Rudimental,78,very low,medium,0
848,10031440,Under The Sun (with J. Cole & Lute feat. DaBaby),Dreamville,78,very low,medium,0
849,10023057,All For Us - from the HBO Original Series Euphoria,Labrinth,83,very low,medium,0
850,10008216,Diamonds (feat. Capital Bra),Summer Cem,81,very low,medium,0
851,9916717,Call You Mine (feat. Bebe Rexha),The Chainsmokers,91,high,medium,0
852,9799691,Agora Ã© Tudo Meu,Dennis DJ,77,low,medium,0
853,9689955,WHAT'S GOOD,"Tyler, The Creator",87,low,medium,0
854,9677878,Ta To Gucci (Remix),Cauty,72,very low,medium,0
855,9670463,Yellow Hearts,Ant Saunders,78,very low,medium,0
856,9659413,Terremoto,Anitta,89,medium,medium,0
857,9643332,Price On My Head (feat. The Weeknd),NAV,83,low,medium,0
858,9623926,Lean Wit Me,Juice WRLD,98,medium,low,0
859,9588477,Norman fucking Rockwell,Lana Del Rey,89,medium,low,0
860,9584863,Panini,Lil Nas X,87,low,low,1
861,9530455,Affalterbach,Shindy,76,very low,low,0
862,9445521,My Type,Saweetie,77,very low,low,0
863,9392629,GANG GANG,JACKBOYS,84,very low,low,0
864,9348717,Eiskalt,Loredana,78,very low,low,0
865,9342647,Contando Lunares (feat. Cruz CafunÃ©),Don Patricio,74,very low,low,0
866,9319160,To Be So Lonely,Harry Styles,95,medium,low,0
867,9318845,Wanted,OneRepublic,86,medium,low,0
868,9227834,Wolke 10,MERO,76,very low,low,0
869,9211780,quando a bad bater - ao vivo,Luan Santana,80,low,low,0
870,9188061,C7osure (You Like),Lil Nas X,87,low,low,1
871,9178570,Happy Now,Zedd,86,medium,low,0
872,9091392,Can We Kiss Forever?,Kina,81,very low,low,0
873,9018443,PUPPET,"Tyler, The Creator",87,low,low,0
874,9006326,Daylight,Taylor Swift,95,high,low,0
875,8985629,"Sunflower, Vol. 6",Harry Styles,95,medium,low,0
876,8968082,1000 Nights (feat. Meek Mill & A Boogie Wit da Hoodie),Ed Sheeran,98,high,low,0
877,8942020,Had Enough (feat. Quavo & Offset),Don Toliver,85,very low,low,0
878,8914958,Pass auf wen du liebst,Ufo361,83,very low,low,0
879,8908173,WHAT TO DO? (feat. Don Toliver),JACKBOYS,84,very low,low,0
880,8877352,OmertÃ ,Drake,99,high,low,0
881,8852016,Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,94,medium,low,0
882,8846786,Jetzt rufst du an,Loredana,78,very low,low,0
883,8775556,Intro : Persona,BTS,93,high,low,0
884,8731764,Chlorine,Twenty One Pilots,88,high,low,0
885,8724123,Gaiola Ã o Troco,MC Du Black,73,very low,low,0
886,8684514,No Way!,Bazzi,86,low,low,0
887,8549842,"GONE, GONE / THANK YOU","Tyler, The Creator",87,low,low,0
888,8531782,Zombie,Samra,84,very low,low,0
889,8527988,Celebrate (feat. Travis Scott & Post Malone),DJ Khaled,82,medium,low,0
890,8500483,DODI,Shindy,76,very low,low,0
891,8469816,Jesus Is Lord,Kanye West,94,medium,low,0
892,8455029,Way To Break My Heart (feat. Skrillex),Ed Sheeran,98,high,low,0
893,8412072,Almost (Sweet Music),Hozier,83,low,low,0
894,8394861,200 km/h,Apache 207,86,very low,low,0
895,8374693,Honda Civic,The Cratez,76,very low,low,0
896,8361904,Old Town Road,Lil Nas X,87,low,low,1
897,8355192,I Don't Want Your Money (feat. H.E.R.),Ed Sheeran,98,high,low,0
898,8319805,Maghreb Gang (feat. French Montana & Khaled),Farid Bang,73,very low,low,0
899,8259091,Anxiety (with Selena Gomez),Julia Michaels,87,low,low,0
900,8236778,Red Room,Offset,89,low,low,0
901,8232942,MekanÄ±n Sahibi,Norm Ender,67,very low,low,0
902,8186572,Wieso tust Du dir das an?,Apache 207,86,very low,low,0
903,8186281,all my friends,21 Savage,90,medium,low,0
904,8130872,Hallelujah,Pentatonix,85,low,low,0
905,8117628,UN PESO,J Balvin,99,high,low,0
906,8040402,Huracan,Samra,84,very low,low,0
907,8005380,Jerry Sprunger (with T-Pain),Tory Lanez,87,low,low,0
908,7946556,I Tuoi Particolari,Ultimo,79,low,low,0
909,7827341,DNA,KC Rebell,75,very low,low,0
910,7801764,Benzema,Capital Bra,86,low,low,0
911,7757696,DEUTSCHLAND,Rammstein,83,low,low,0
912,7739583,Fuck it I love you,Lana Del Rey,89,medium,low,0
913,7709619,You Make It Feel Like Christmas (feat. Blake Shelton),Gwen Stefani,79,low,low,0
914,7703511,"No New Friends (feat. Sia, Diplo, and Labrinth)",Sia,90,high,low,0
915,7680088,Itâs Nice To Have A Friend,Taylor Swift,95,high,low,0
916,7612640,Time - Edit,NF,89,low,low,0
917,7610680,Myself,Post Malone,100,high,low,1
918,7547746,Shotta Flow,NLE Choppa,86,very low,low,0
919,7541564,Racks on Racks,Lil Pump,83,medium,low,0
920,7492732,Cristina,Sebastian Yatra,89,medium,low,0
921,7447183,"Merry Christmas, Happy Holidays",*NSYNC,77,very low,low,0
922,7388760,ON OFF (feat. MaÃ®tre Gims),Shirin David,69,very low,low,0
923,7292777,Circles,Post Malone,100,high,low,1
924,7283129,Royal Rumble,Kalazh44,66,very low,low,0
925,7261376,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",Dreamville,78,very low,low,0
926,7260666,Girls Need Love (with Drake) - Remix,Summer Walker,85,very low,low,0
927,7221988,Aute Cuture,ROSALÃA,87,low,low,0
928,7201207,Fine Line,Harry Styles,95,medium,low,0
929,7191237,Santa Baby (with Henri RenÃ© & His Orchestra),Eartha Kitt,69,very low,low,0
930,7157761,Bad Luck,Khalid,96,medium,low,1
931,7142650,Der Bratan bleibt der gleiche,Capital Bra,86,low,low,0
932,7138802,Reply (feat. Lil Uzi Vert),A Boogie Wit da Hoodie,91,low,low,0
933,7111805,Summer Cem (feat. Luciano),Summer Cem,81,very low,low,0
934,7106944,NotificaÃ§Ã£o Preferida - Ao Vivo,ZÃ© Neto & Cristiano,86,medium,low,0
935,7106761,Solo Pienso En Ti (feat. De La Ghetto & Justin Quiles),Paulo Londra,86,medium,low,0
936,7088509,"Tough Love (feat. Agnes, Vargas & Lagola)",Avicii,89,high,low,0
937,7039539,Treat People With Kindness,Harry Styles,95,medium,low,0
938,6986641,Look At Me!,XXXTENTACION,95,high,low,1
939,6978455,KEIN SCHLAF,Nimo,82,very low,low,0
940,6969254,Old Town Road,Lil Nas X,87,low,low,1
941,6957747,CHopstix (feat. Travis Scott),ScHoolboy Q,81,low,low,0
942,6952386,Hear Me Calling,Juice WRLD,98,medium,low,0
943,6929052,White Christmas (with Shania Twain),Michael BublÃ©,92,low,low,0
944,6862171,CrÃ©eme,KAROL G,92,medium,low,0
945,6849426,Harami,Samra,84,very low,low,0
946,6831797,GIANTS,True Damage,67,very low,low,0
947,6787974,Kein Plan,Loredana,78,very low,low,0
948,6779073,Kein Plan,Loredana,78,very low,low,0
949,6704637,Be Like Me (feat. Lil Wayne),Lil Pump,83,medium,low,0
950,6693814,RAW SHIT (feat. Migos),DaBaby,95,low,low,0
951,6675666,Kills You Slowly,The Chainsmokers,91,high,low,0
952,6669610,Rewrite The Stars,Zac Efron,77,very low,low,0
953,6668222,INTRO,DaBaby,95,low,low,0
954,6652341,I'll Be Home for Christmas,Michael BublÃ©,92,low,low,0
955,6651462,bad vibes forever,XXXTENTACION,95,high,low,1
956,6637743,Hold Me While You Wait,Lewis Capaldi,92,low,low,0
957,6578723,Call Out My Name,The Weeknd,96,high,low,0
958,6543481,"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,87,medium,low,0
959,6516294,blun7 a swishland,tha Supreme,86,very low,low,0
960,6474101,What Christmas Means To Me,Stevie Wonder,83,low,low,0
961,6471731,Right Back,Khalid,96,medium,low,1
962,6459594,Killer Queen - 2011 Mix,Queen,93,high,low,1
963,6447614,Maman ne le sait pas (feat. Niska),Ninho,84,low,low,0
964,6440553,Trampoline,SHAED,81,very low,low,0
965,6436526,Keine Liebe,RIN,82,very low,low,0
966,6371432,"Baby, It's Cold Outside",Dean Martin,82,very low,low,0
967,6296850,GATTI,JACKBOYS,84,very low,low,0
968,6265003,Self,Khalid,96,medium,low,1
969,6228113,Price On My Head (feat. The Weeknd),NAV,83,low,low,0
970,6187526,Can We Kiss Forever?,Kina,81,very low,low,0
971,6156010,when the party's over - Recorded at Spotify Studios NYC,Lewis Capaldi,92,low,low,0
972,6148764,Rudolph The Red-Nosed Reindeer,Dean Martin,82,very low,low,0
973,6145928,Alleen,KC Rebell,75,very low,low,0
974,6128615,BLOW (with Chris Stapleton & Bruno Mars),Ed Sheeran,98,high,low,0
975,6090626,Topanga,Trippie Redd,92,low,low,0
976,6084316,"Baby, It's Cold Outside",Brett Eldredge,77,very low,low,0
977,6042291,Shot,Ufo361,83,very low,low,0
978,5994353,Formation,BeyoncÃ©,90,high,low,0
979,5969425,Mistletoe And Holly - Remastered 1999,Frank Sinatra,88,low,low,0
980,5960533,Canyon Moon,Harry Styles,95,medium,low,0
981,5906566,Genick,Loredana,78,very low,low,0
982,5839878,Puerto Rico,Fero47,73,very low,low,0
983,5820283,Homicide (feat. Eminem),Logic,87,medium,low,0
984,5782535,I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),Lil Peep,88,low,low,0
985,5764749,COLT,Samra,84,very low,low,0
986,5757650,Doin' Time,Lana Del Rey,89,medium,low,0
987,5749205,Cinnamon Girl,Lana Del Rey,89,medium,low,0
