,Streams,Track Name,Artist,Artist_popularity,Artist_follower,Streams1,Top10
152,172146721,Always Remember Us This Way,Lady Gaga,89,medium,high,0
153,170650554,Kill This Love,BLACKPINK,83,medium,high,0
154,168363558,Robbery,Juice WRLD,98,medium,high,0
155,167869894,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,83,very low,high,0
156,166831567,Liar,Camila Cabello,96,high,high,0
157,165134319,Wonderwall - Remastered,Oasis,82,medium,high,0
158,164727863,The London (feat. J. Cole & Travis Scott),Young Thug,94,medium,high,0
159,164486107,Takeaway (feat. Lennon Stella),The Chainsmokers,91,high,high,0
160,161849904,Someone You Loved,Lewis Capaldi,92,low,high,0
161,160799615,SOS,Avicii,89,high,high,0
162,159097280,all the good girls go to hell,Billie Eilish,98,high,high,1
163,158069872,On My Way,Alan Walker,89,high,high,0
164,157184058,i love you,Billie Eilish,98,high,high,1
165,156980146,Panini,Lil Nas X,87,low,high,1
166,156513581,Taste (feat. Offset),Tyga,92,medium,high,0
167,156117240,Wake Up in the Sky,Gucci Mane,87,low,high,0
168,155478693,You Need To Calm Down,Taylor Swift,95,high,high,0
169,154971084,Pop Out (feat. Lil Tjay),Polo G,82,very low,high,0
170,154471340,All I Want for Christmas Is You,Mariah Carey,89,medium,high,0
171,154319901,no tears left to cry,Ariana Grande,97,high,high,1
172,153857907,Lover,Taylor Swift,95,high,high,0
173,153232549,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,100,high,high,1
174,152569208,Que Mas Pues - Remix,Justin Quiles,95,low,high,0
175,152519092,The London (feat. J. Cole & Travis Scott),Young Thug,94,medium,high,0
176,152252829,Something Just Like This,The Chainsmokers,91,high,high,0
177,152023549,HP,Maluma,92,high,high,0
178,148910211,you should see me in a crown,Billie Eilish,98,high,high,1
179,146033660,"fuck, i'm lonely (with Anne-Marie) - from â13 Reasons Why: Season 3â",Lauv,91,low,high,0
180,145347250,Hate Me (with Juice WRLD),Ellie Goulding,87,medium,high,0
181,145167518,Graveyard,Halsey,92,medium,high,0
182,145149036,Tusa,KAROL G,92,medium,high,0
183,144487661,Thotiana,Blueface,81,low,high,0
184,144255522,Adictiva,Daddy Yankee,95,high,high,0
185,143425447,IDGAF,Dua Lipa,93,high,high,0
186,143302577,Lost In Japan,Shawn Mendes,94,high,high,1
187,142941148,"thank u, next",Ariana Grande,97,high,high,1
188,142421652,Ransom,Lil Tecca,88,low,high,0
189,142361657,Fantasias,Rauw Alejandro,89,very low,high,0
190,142147199,HP,Maluma,92,high,high,0
191,142006864,Congratulations,Post Malone,100,high,high,1
192,140455238,In My Feelings,Drake,99,high,high,0
193,140443870,Please Me,Cardi B,92,medium,high,0
194,140396723,Bohemian Rhapsody - 2011 Mix,Queen,93,high,high,1
195,140127272,"Go Loko (feat. Tyga, Jon Z)",YG,86,low,high,0
196,138462086,when the party's over,Billie Eilish,98,high,high,1
197,137764356,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,95,high,high,0
198,137375321,Paradise,Bazzi,86,low,high,0
199,137088727,goosebumps,Travis Scott,98,medium,high,0
200,134937512,Call You Mine,The Chainsmokers,91,high,high,0
201,134813252,All of Me,John Legend,85,medium,high,0
202,134561463,bad guy (with Justin Bieber),Billie Eilish,98,high,high,1
203,133932624,Natural,Imagine Dragons,92,high,high,0
204,133360949,Cuaderno,Dalex,93,very low,high,0
205,133075503,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,88,high,high,0
206,130923031,I.F.L.Y.,Bazzi,86,low,high,0
207,129020612,"I Canât Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,83,very low,high,0
208,128371806,Love Someone,Lukas Graham,79,low,high,0
209,127896512,Si Se Da,Myke Towers,91,very low,high,0
210,127638856,You Need To Calm Down,Taylor Swift,95,high,high,0
211,127569510,Sanguine Paradise,Lil Uzi Vert,92,medium,high,0
212,127484851,Falling,Trevor Daniel,87,very low,high,0
213,125588211,bellyache,Billie Eilish,98,high,high,1
214,124602073,Say My Name,David Guetta,90,high,high,0
215,124455526,New Rules,Dua Lipa,93,high,high,0
216,124252527,BOP,DaBaby,95,low,high,0
217,123812842,Pa MÃ­ - Remix,Dalex,93,very low,high,0
218,123286296,Talk,Khalid,96,medium,high,1
219,123245059,Trampoline (with ZAYN),SHAED,81,very low,high,0
220,123134143,Get You The Moon (feat. SnÃ¸w),Kina,81,very low,high,0
221,122376635,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,95,high,high,1
222,122014940,Bruises,Lewis Capaldi,92,low,high,0
223,121519143,Be Alright,Dean Lewis,83,very low,high,0
224,121089966,Ella Quiere Beber - Remix,Anuel AA,96,medium,high,0
225,119910695,Leave Me Alone,Flipp Dinero,76,very low,high,0
226,119375901,Contra La Pared,Sean Paul,85,low,high,0
227,118147209,Saint-Tropez,Post Malone,100,high,high,1
228,117448202,Donât Call Me Angel (Charlieâs Angels) (with Miley Cyrus & Lana Del Rey),Ariana Grande,97,high,high,1
229,116832184,I Fall Apart,Post Malone,100,high,high,1
230,116577820,Last Christmas,Wham!,82,very low,high,0
231,115515486,Indeciso,Reik,87,low,high,0
232,115416782,Motivation,Normani,83,very low,high,0
233,114243212,Ransom,Lil Tecca,88,low,high,0
234,114072916,Wow.,Post Malone,100,high,high,1
235,111828515,"Carry On (from the Original Motion Picture ""POKÃMON Detective Pikachu"")",Kygo,89,medium,high,0
236,111679619,Mixed Personalities (feat. Kanye West),YNW Melly,90,low,high,0
237,111306252,Lights Up,Harry Styles,95,medium,high,0
238,110915843,Africa,TOTO,78,very low,high,0
239,110744630,Post Malone (feat. RANI),Sam Feldt,82,very low,high,0
240,110678230,223's (feat. 9lokknine),YNW Melly,90,low,high,0
241,110624983,changes,XXXTENTACION,95,high,high,1
242,110323177,Beautiful (feat. Camila Cabello),Bazzi,86,low,high,0
243,110316702,Reggaeton,J Balvin,99,high,high,0
244,110149257,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,88,high,high,0
245,107854024,Si Te Vas,Sech,95,low,high,0
246,107230844,FRIENDS,Marshmello,90,high,high,0
247,106865905,Easier,5 Seconds of Summer,87,medium,high,0
248,106742343,comethru,Jeremy Zucker,83,very low,high,0
249,105595545,Teeth,5 Seconds of Summer,87,medium,high,0
250,105576121,All Around The World (La La La),R3HAB,85,low,high,0
251,105148236,Esclavo de Tus Besos,Manuel Turizo,88,medium,high,0
252,104635897,Blinding Lights,The Weeknd,96,high,high,0
253,104407936,Aullando,Wisin & Yandel,85,low,high,0
254,103945719,Lose Control,MEDUZA,85,very low,high,0
255,103747537,Runaway,Sebastian Yatra,89,medium,high,0
256,103587011,Look At Her Now,Selena Gomez,93,high,high,0
257,102431765,my strange addiction,Billie Eilish,98,high,high,1
258,102014288,This Feeling,The Chainsmokers,91,high,high,0
259,101321426,Ritual,TiÃ«sto,85,medium,high,0
260,101244428,Nonstop,Drake,99,high,high,0
261,100909750,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,98,high,high,0
262,100464346,Que Tire Pa Lante,Daddy Yankee,95,high,high,0
263,100432584,Dancin (feat. Luvli) - Krono Remix,Aaron Smith,74,very low,high,0
264,100347749,Thinking out Loud,Ed Sheeran,98,high,high,0
265,100158110,Good as Hell,Lizzo,88,low,high,0
266,98928861,I'm Yours,Jason Mraz,81,medium,high,0
267,98876935,The Git Up,Blanco Brown,71,very low,high,0
268,97873904,Vete,Bad Bunny,98,high,high,0
269,97576044,Money,Cardi B,92,medium,high,0
270,97567036,Old Town Road,Lil Nas X,87,low,high,1
271,97166469,Baila Baila Baila - Remix,Ozuna,98,high,high,0
272,97026659,Hot (feat. Gunna),Young Thug,94,medium,high,0
273,94973273,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,88,medium,high,0
274,94962901,Heaven,Avicii,89,high,high,0
275,94846197,Camelot,NLE Choppa,86,very low,high,0
276,94778737,Desconocidos,Mau y Ricky,83,low,high,0
277,94739913,Si Se Da - Remix,Myke Towers,91,very low,high,0
278,94619840,xanny,Billie Eilish,98,high,high,1
279,94471626,Feliz Navidad,JosÃ© Feliciano,77,very low,high,0
280,94429136,Que Calor (with J Balvin & El Alfa),Major Lazer,86,medium,high,0
281,94212394,Antisocial (with Travis Scott),Ed Sheeran,98,high,high,0
282,93977282,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,87,medium,high,0
283,93843918,Who Do You Love,The Chainsmokers,91,high,high,0
284,93776181,Who Do You Love,The Chainsmokers,91,high,high,0
285,93734471,Heartless,The Weeknd,96,high,high,0
286,93550720,Shotgun,George Ezra,81,low,high,0
287,93243617,Ella Quiere Beber - Remix,Anuel AA,96,medium,high,0
288,93048667,Quizas,Rich Music LTD,84,very low,high,0
289,92964817,NI BIEN NI MAL,Bad Bunny,98,high,high,0
290,92853630,Enemies (feat. DaBaby),Post Malone,100,high,high,1
291,92665016,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,95,high,high,0
292,92062874,Mother's Daughter,Miley Cyrus,87,medium,high,0
293,89754384,Un AÃ±o,Sebastian Yatra,89,medium,high,0
294,89699062,Armed And Dangerous,Juice WRLD,98,medium,high,0
295,89617971,Solo (feat. Demi Lovato),Clean Bandit,82,low,high,0
296,89347454,"DJ No Pare (feat. Zion, Dalex, Lenny TavÃ¡rez) - Remix",Justin Quiles,92,low,high,0
297,88906793,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,88,low,high,0
298,88362930,Hollywood's Bleeding,Post Malone,100,high,high,1
